id,text,keywords,funny,category
459,"Una viuda se pone en contacto con su marido a través de una medium:
- Pepe. mi querido Pepito, ¿estás ahí?
- Sí, aquí estoy.
- ¿Y qué tal estás?¿Mejor que aquí en la Tierra conmigo?
- Sí, sí. La verdad es que mucho mejor.
- ¡Pepito cuéntame, ¿cómo es el Cielo?
- ¿El Cielo? ¡Pero si yo estoy en el Infierno!","viudas,infierno,cielo",2,familia
460,"- ¿En qué se parecen un ingeniero argentino y un psicoanalista argentino?
- Los dos son taxistas","taxistas,argentinos,psicólogos,ingenieros",2,regionales
461,"- ¿Qué problema hay en comprarse un bumerán nuevo?
- Que hay que tirar el viejo, y tirar el viejo, y tirar el viejo....",absurdos,1,otros
462,"Un chico que no tenía extremidades, había nacido solo con tronco y cabeza. Cumplió 18 años:
- ¡Hijo! ¡Tengo una sorpresa para vos!
- ¡Espero que no sea otra maldito sombrero!","regalos,sombreros",1,otros
463,"Manolo se casó con Pilar. Él no lo sabía, pero Pilar había pasado de mano en mano antes de conocerlo. La noche de bodas estuvieron en el hotel del pueblo. Como los lugareños eran muy chismosos se amontonaron junto a la puerta de la habitación de Manolo y Pilar para oír que pasaba.
Lo primero que escucharon fue que Manolo decía:
- Ahora voy a besarte como nadie lo ha hecho, Pilar.
Afuera se corrió el rumor:
- ¡La va a besar! ¡La va a besar!
- Ahora voy a abrazarte como nadie lo ha hecho, Pilar,
- ¡La va a abrazar! ¡La va a abrazar!
- Y ahora voy a hacerte lo que nadie le ha hecho antes, Pilar
- La va a matar! ¡La va a matar!","bodas,novios",2,sexo
464,"- Míre, jefe, como ayer llegué tarde le he traído esta botella de vino, pero no sé cómo se lo va a tomar.
- ¡Ah, muy bien! Le agradezco, Manolo. A ver, a ver, pero ¡esta botella no se puede abrir!
- Eso le decía, que no sé cómo se lo va a tomar.","empleados,botellas,jefes",3,otros
465,"Un hombre en un bar pide al camarero:
- dccadcahauougaquonekasñkdaaiiocu de Cola.
- Que quiere un refresco ¿de qué?","bares,refrescos",1,profesiones
466,"- ¡El año próximo será de gran consumismo.
- Pero ¡si la crisis nos está matando a todos!
- Por eso. El año que viene todos seguirán ""con su mismo""
sueldo, ""con su mismo"" coche, ""con su mismo"" traje...","dinero,economistas",3,otros
467,"Estaban reunidos veinte profesores de todas las especialidades en La Sorbona.
De pronto, apareció un Genio de los Deseos
- Uno de ustedes podrá pedirme un deseo y sólo uno. Tendrá que elegir entre: La Belleza Eterna, Todo el Dinero del Mundo o La Sabiduría Perfecta.
Los profesores eligieron al doctor Alexander Shell, el más respetado del grupo, para que formulase el deseo.
- Deseo tener: ¡la sabiduría perfecta!
- ¡Hecho!
Gran nube de humo y el genio desaparece.
El profesor Shell permaneció pensativo.
- ¿Qué piensa, doctor?
- ¡Pienso que tendría que haber elegido el dinero...!","genios,dinero",1,profesiones
468,"En el manicomio, un loco gritaba:
- ¡Yo soy el enviado de Dios!
Se le acerca otro loco y le dice:
- No, ¡Yo soy el enviado de Dios!
Y así, los dos locos discuten.
Entonces, se acerca un tercer loco, y les pregunta:
- ¿Qué pasa aquí?
Y el primer loco dice:
- ¡Yo soy el enviado de Dios!
Y el segundo dice:
- No, ¡Yo soy el enviado de Dios!
Entonces, el tercer loco dice:
- Un momento... ¡Yo no he enviado a nadie!","psiquiátricos,locos",3,otros
469,"- Hola, ¿son aquí los exámenes de Jardinería?
- No, se ha equivocado de planta.
- Pues sí que empezamos bien…",jardineros,1,otros
470,"- ¿Por cuánto me compras a mi suegra?
- ¿Tu suegra?Por nada
- De acuerdo... trato hecho",vendedores,1,familia
471,"- Una suegra salió a pasear con uno de sus tres yernos. Mientras pasaban por el parque, la señora se resbala, cae en el lago y se empieza a ahogar. Sin dudarlo un momento, el yerno se tira al agua y la rescata. 
- Al día siguiente, el yerno sale y encuentra un coche último modelo con una nota pegada en el parabrisas: ""Gracias de parte de tu suegra, que te quiere. ""
- Una semana después la suegra sale a pasear con su segundo yerno. Al pasar por el mismo lago, la señora se vuelve a resbalar y cae al agua. De inmediato su segundo yerno se mete al lago y la salva. 
- Al día siguiente, el segundo yerno encuentra frente a su casa un coche último modelo y una nota que dice: "" Gracias de parte de tu suegra, que te quiere."" 
- Una semana más tarde la suegra sale a pasear con su tercer yerno. La historia se repite, y la señora se cae al lago. 
- Sólo que esta vez el yerno se sienta en el suelo y se ríe mientras ve a la señora ahogarse y hundirse en el agua. 
- Al día siguiente, el tercer yerno sale y encuentra un coche último modelo con una nota en el parabrisas: ""Gracias de parte de tu suegro, que te quiere. ""","coches,regalos",3,familia
472,"- Mamá, ¿qué haces en frente de la computadora con los ojos cerrados?
- Nada, hijo, es que Windows me dijo que cerrara las pestañas...","windows,madres",1,otros
473,"En el periódico, zona de contactos:

Chico invisible
busca a chica transparente
para hacer cosas nunca vistas.",ligar,1,otros
474,"- Profesora, ¿Cómo se escribe teléfono móvil?
- Tal como suena
- … ¿Y si está en modo vibración?","móviles,profesora",1,otros
475,"Hombre: ¿Dios?
Dios: Si
Hombre: ¿Puedo preguntarte algo? 
Dios: Por supuesto! 
Hombre: ¿Qué es para ti un millón de años? 
Dios: Un segundo 
Hombre: ¿Y un millón de euros? 
Dios: Un céntimo 
Hombre: Dios .... ¿podrías darme un céntimo? 
Dios: Espera un segundo","Dios,rezar",1,otros
476,"- Hola buenas, venia a pedir la mano de su hija.
- ¿Ha visto ya a mi mujer?
- Si, pero prefiero a su hija...","padres,novios",3,familia
477,"- Luis, tómame de la mano.
A lo que Luis le responde: ¡No!
- Luis, abrázame.
A lo que Luis responde: ¡No!
- Luis, bésame.
A lo que Luis responde: ¡No!
- Pero Luis, si todas las parejas se toman de las manos, si todas las parejas se abrazan, si todas las parejas se
besan, ¿Por qué nosotros no? 
A lo que Luis responde:
- ¡Porque nosotros somos una pareja de Guardia Civiles, Armando!","guardias,policías,parejas",3,otros
478,"Pasa un entierro con miles de personas, y un señor pregunta: 
- Oiga ¿sabe quien es el muerto?
Y el otro le contesta:
- No estoy seguro pero creo que es el que esta dentro de la caja.","entierros,funerales,tumbas",1,otros
479,"Es el primer día de clases, y la maestra presenta a Susuki, hijo de un empresario japonés, a los chicos de
sexto grado:
La maestra les dice: 
- Empecemos repasando un poco de historia americana. ¿Quién dijo 'Denme la libertad o denme la muerte'?
La clase se quedó callada, excepto por Susuki: 'lo dijo Patrick Henry,1775'
- Muy Bien! ¿Quién dijo 'el gobierno del pueblo, para el pueblo no debe desaparecer de la faz de la tierra'?
De nuevo, ninguna respuesta de la clase, salvo Susuki: 'Abraham Lincoln, 1863'
La maestra, asombrada, les dice: 
- Chicos, debería darles vergüenza. Susuki, que es nuevo en nuestro país sabe más de nuestra historia que ustedes...
La maestra alcanza a escuchar un susurro: 'a la mierda con los malditos japoneses!'
- ¿Quién dijo eso? Preguntó la maestra...
Nuevamente Susuki levanta su mano y dice: 'General Mc Arthur, 1942 y Lee Iacocca, 1982'.
La clase queda muda y uno de los chicos alcanza a decir: 'Voy a vomitar...'
La maestra trata de ver quién fue el irrespetuoso: 
-Ya está bien, ¿Quién dijo eso?
Y Susuki dice 'George Bush padre al Primer ministro japonés, 1991'
Uno de los alumnos, animado, le grita desde el fondo: 'Chúpate esa!'
Susuki, casi saltando en su silla, le dice a la maestra: 'Bill Clinton a Mónica Lewinsky. 1997'!","japoneses,colegios,frases",3,sexo
480,"Están dos leperos borrachos y uno le dice al otro: 
- No sigas bebiendo que te estás poniendo borroso",bebida,1,regionales
481,"Durante una clase de moral y buenas maneras, la profesora dice a sus alumnos: 
- Miguel, si fueras a cortejar a una joven de buena familia, muy bien educada, durante una cena íntima para dos, y tuvieras necesidad de ir a los servicios, ¿qué dirías? 
- Espérame un momento, que voy a echar una meadita. 
- Eso sería muy grosero y maleducado por tu parte. Juan, ¿cómo lo dirías tú? 
- Perdón, pero tengo que ir a los servicios. Vuelvo enseguida. 
- Eso está mejor, pero resulta desagradable decir ""servicios"" durante una comida. 
- Y tú, Jaimito, ¿serías capaz de usar tu intelecto, al menos por una vez, para intentar mostrarnos tus buenas maneras? 
- Yo diría: ""Querida, te pido perdón por ausentarme un momento, pero voy a dar la mano a un íntimo amigo que espero poder presentarte después de la cena"" ...","profesora,cenas",3,familia
482,"Una mujer se despierta a las 4 de la mañana y se da cuenta de que su marido no está con ella en la cama. Va
hasta la cocina y lo encuentra sentado en silencio, a oscuras, tomando una taza de café.
Enciende la luz y ve como el marido se quita una lágrima del ojo mientras sigue bebiendo en silencio.
- ¿Qué te pasa querido? ¿Qué haces aquí solo a estas horas de la noche?
El, girando para mirarla, dice:
- ¿Te acuerdas hace 20 años, cuando comenzamos a salir juntos, que tú tenias 16 años y yo 20?
- Claro que me acuerdo.
- ¿Y te acuerdas cuando tu padre nos encontró... en el asiento de atrás de mi coche?
- Si que me acuerdo, responde ella tiernamente acercándose a el.
- ¿Y recuerdas que tu padre me puso la escopeta en el pecho y me dijo que debía casarme contigo o me
denunciaba y me pasaría 20 años en la cárcel?
- Claro cariño, también me acuerdo, Papá siempre tan furioso con mis novios !!...¿Pero a qué viene eso?
Mientras se quita otra lágrima que le corre por su mejilla y con la voz quebrándose en un lastimero llanto, el
responde:
- Pues bien... hoy... precisamente el día de hoy... ESTARÍA SALIENDO DE LA CÁRCEL Y SERÍA LIBRE !!","padres,novios,casados",3,familia
483,"- Cariño ¿Tú cuánto me quieres del 1 al 10? 
- Yo del 1 al 10 te quiero mucho, pero del 11 al 30 me voy de viaje con mis amigos.",notas,2,familia
484,"Un hombre llama por teléfono a un manicomio y pregunta: 
- ¿Quien hay en la habitación 24? 
A lo que le responden: 
- Nadie señor. 
- ¡Bien! ¡He conseguido escaparme!","manicomios,locos",1,otros
485,"Un taxista le dice a su cliente. 
- Me encanta ser taxista, soy mi propio jefe y nadie me dice lo que tengo que hacer. 
- Ya... Gire a la derecha en la próxima calle....","jefes,taxistas,cliente",3,otros
486,"En el restaurante:
– Camarero, ¿el pescado viene solo?
– No, no, se lo traeré yo.","restaurantes,pescado",1,profesiones
487,"Un borracho estaba orinando en la calle.
Pasa una señora, y dice: 
- ¡¡¡Qué horror, qué bestia, qué monstruo...!!! 
Y el borracho le contesta: 
- Pase tranquila señora, que lo tengo agarrao del pescuezo.","alcohólicos,calles",1,sexo
488,"- Y... ¿cómo va tu vida amorosa amigo mio?
- Pues como la Coca-Cola.
- ¡Como la Coca-Cola! y ¿y eso cómo es?
- Pues primero Normal, después Light y ahora Zero.","amor,cocacola",3,sexo
489,"Un jubilado comenta:
La gente que todavía trabaja me pregunta a menudo que qué hago diariamente, ahora que estoy retirado...
Pues bien, por ejemplo, el otro día fui al centro y entré en Correos a recoger un paquete que me había llegado, sin tardar en la gestión ni cinco minutos.
Cuando salí y llegué al coche que estaba en la puerta, un Policía Local estaba rellenando una multa por estacionamiento prohibido.
Rápidamente me acerqué a él y le dije:
- ¡Vaya hombre, no he tardado ni cinco minutos...! Dios le recompensaría si hiciera un pequeño gesto para con los jubilados...
Me ignoró olímpicamente y continuó llenando la infracción.
La verdad es que me pasé un poco y le dije que no tenía vergüenza. Me miró fríamente y empezó a llenar otra infracción alegando que, además, el vehículo no traía yo no sé qué calcomanía de la ITV. Entonces levanté la voz para decirle que me había percatado de que estaba tratando con un capullo, y que cómo le habían dejado entrar en la Policía...
Él acabó con la segunda infracción, la colocó debajo del limpiaparabrisas, y empezó con una tercera.
No me achiqué y estuve así durante unos 20 minutos llamándole de todo.
Él, a cada insulto, respondía con una nueva infracción. Con cada infracción que llenaba, se le dibujaba una sonrisa que reflejaba la satisfacción de la venganza...
Después de la enésima infracción... le dije: 
- Lo siento. Lo tengo que dejar, porque... ¡Ahí viene mi autobús!
Y es que desde mi jubilación, ensayo cada día cómo divertirme un poco. Es importante hacer algo a mi edad, para no aburrirme.","abuelos,jubilados,policías,multas",3,familia
490,"El gitano en paro, roba naranjas para venderlas por la calle como “guachintonas” sin saber que eran amargas.
Todos los días cambiaba de sitio para que no le pillaran.
Un día se pone a pregonar: “Naranjas guachintonas mu ricas. ¿Quién quiere naranjas guachin? Baratas, a un euro los tres kilos. Vamos, que me las quitan
de las manos.
A esto que pasa un señor con su hijo y le pregunta al gitano: ¿Están buenas las naranjas?
“Güenísimas, super durses”, contesta el gitano.
Pues dele a probar a mi hijo a ver qué tal.
El hijo prueba un gajo y le dice al gitano:
“¡Me cago en...!”, cayéndole dos lagrimones como dos sartenes.
El gitano le dice al padre: “Es delicaillo er niño, ¿no?”.
Y contesta el padre: “¿Delicaillo?,... si era mudo.","mudos,naranjas,gitanos",3,otros
491,"En una demanda de divorcio, el juez pregunta a la demandante:
- Señora ¿está usted segura de lo que está pidiendo? ¿Quiere el divorcio por COMPATIBILIDAD DE CARACTERES? ¿No será lo contrario?
La mujer le contesta al juez:
- ¡No, señor juez! Es por COMPATIBILIDAD. A mí me gusta el cine, y a mi marido también. Me gusta ir a la playa, y a él también. Me gusta ir al teatro, y a él también. A mí me gustan los hombres... ¡y a él también!","divorcios,jueces,juez",1,sexo
492,"Un cura recién ordenado se confiesa por primera vez con su obispo: 
- Dime hijo mío ¿qué tal has llevado los votos durante esta tu primera semana?
- Verá eminencia, en cuanto a la pobreza he regalado mi hábito y me visto con uno que ya había desechado, mis sandalias están rotas y llenas de agujeros y doy la mitad de mi comida a los pobres que vienen al comedor.
- Muy bien, hijo mío, muy bien, continúa.
- En cuanto a la obediencia hago cualquier cosa que me mande cualquier otro padre sin pensar en si es justo o adecuado, dando gracias al Señor por tener el privilegio de obedecer.
-Muy bien, hijo mío, excelente, excelente.
-Finalmente, eminencia, en esta semana he hecho el amor con 37 mujeres.
El obispo casi se cae de la silla y con ojos desorbitados pregunta: 
- Pero ¡hijo mío! ¡¿y el voto de castidad?!
El curilla, asustado y con cara de perplejidad responde: 
- Pero... ¿no era voto de cantidad?","votos,curas,obispo,confesionarios,confesiones",2,sexo
493,"Una pulga toda bronceada, estaba tomando sol en la playa, cuando se acerca una pulga amiga toda muerta de frío.
- ¿Qué te ha pasado, por qué vienes muerta de frío?
- Te cuento: Como quería venir a la playa, me subí en el bigote de un motociclista, venía a 200 kms./h., y me hizo pasar un frío terrible.
- ¡Pero tienes que hacer como yo! Te escondes en el baño de mujeres, y cuando entre una, te subes a su ropa
interior, te acomodas y viajarás calentita y segura
todo el tiempo.
El fin de semana siguiente, se vuelven a encontrar las pulguitas en la playa:
- Una pulga toda bronceada y la otra muerta de frío:
- ¿No hiciste lo que te recomendé? 
- Claro que sí. Me fui al baño de mujeres, una joven se bajó la ropa interior. Me subí, me acomodé como tú dijiste y como me sentí calentita me quedé dormida.
- ¿Y entonces que te pasó?
- No sé, cuando me desperté, estaba otra vez en el bigote del motociclista viajando a 200 kms./h...","motoristas,pulgas",3,sexo
494,"Buenos días Dra., quería saber si puedo tomar las píldoras anticonceptivas con diarrea...
- Mire... yo las tomo con agua, pero si le gustan así, no hay contraindicaciones.","doctores,ginecólogos,diarrea",3,otros
495,"Una anciana le dice a otra:
- Con los años, mi marido se ha convertido en una fiera en la cama.
- ¿Te hace el amor como un salvaje?
- No, se mea en las sábanas para marcar su territorio.","abuelos,abuelas,camas",3,sexo
496,"Una noche una pareja de mayorcitos estaba ya acostada en su cama.
El marido se estaba quedando dormido, pero su mujer se sentía romántica y quería conversar.
Le dijo: ""Cuando me enamorabas, me agarrabas la mano..."" 
De mala gana, el marido se dio media vuelta, le agarró la mano por unos segundos y luego trató de dormirse otra vez.
En pocos momentos ella le dijo nuevamente: ""Entonces me besabas...""
Algo molesto, se dio media vuelta otra vez y le dio un ligero beso en la mejilla y luego se acomodó para dormirse.
A los treinta segundos, ella le dijo: ""Luego tú me mordías el cuello..."" 
Molesto, el marido tiró la ropa de cama y se levantó.""¿Adónde vas?"", le preguntó ella.
- ¡¡¡A buscar los dientes...!!!","abuelos,abuelas",1,sexo
497,"Un tío que está en el cielo le pregunta a San Pedro:
- San Pedro, ¿qué hay hoy de cenar?
- Una loncha de jamón york y un yogur.
- Pero cómo va a ser eso -dice el tío- si noto yo por aquí un olorcillo muy rico...
- Pues aquí no es -replica San Pedro- será en el infierno o en el purgatorio, porque hoy de cenar hay una loncha de jamón york y un yogur.
El tío se baja al infierno y ve que se han montado un pedazo de barbacoa; se pasa de vuelta por el purgatorio y ve que se están tomando unas cervecitas mientras se preparan una paella. Cabreado, tira para el cielo y le dice a San Pedro:
- San Pedro, vaya tela, en el infierno una barbacoa, en el purgatorio, una paella que no veas, y aquí, en el cielo, una mierda de loncha de jamón york y un yogur, anda tío, enróllate, haz una cena en condiciones.
- ¡Que no!
- ¡Venga ya hombre!
- ¡Que no leches!, que para cuatro que somos no me pongo yo a guisar.","comidas,cenas,infierno,cielo",3,otros
498,"Llega uno de Lepe a una empresa a pedir trabajo y lo pasan al Dpto. de Recursos Humanos. Allí le indican que van a comenzar por hacerle algunas preguntas para evaluar sus conocimientos.
El examinador comienza:
- Explíqueme brevemente que son los rayos catódicos.
El Lepero piensa por unos segundos y contesta:
- Los rayos catódicos son Isabel y Fernando.
El examinador queda estupefacto y le pregunta:
- Entonces, si Isabel y Fernando son los ""rayos catódicos"", ¿quiénes son los reyes católicos?
El Lepero contesta rápidamente:
- Pues Melchor, Gaspar y Baltasar.
- ¡¡¡Ah!!! El examinador no podía contenerse ya, pero para rematar le hace una última pregunta:
- Y si Melchor, Gaspar y Baltasar son los ""reyes católicos"", quiénes son los reyes magos?
El Lepero, un poco extrañado por la pregunta le dice:
- En serio, ¿no sabe quiénes son los reyes magos?
El examinador niega con la cabeza. Entonces se le acerca y le dice al oído en voz baja:
- Los reyes magos son los padres...","entrevistas,trabajos",3,regionales
499,"Un borracho es detenido por un policía a las tres de la mañana. El policía le pregunta:
- ¿A dónde va vd.?
El borracho le responde:
- Voy a una conferencia sobre el abuso del alcohol y sus efectos letales en el organismo, el mal ejemplo para los hijos y las consecuencias nefastas para la familia, el problema que causa en la economía familiar y la irresponsabilidad absoluta...
El policía lo mira incrédulo y le dice:
- ¿En serio?, y ¿quién va a dar esa conferencia a esta hora?
- ¿Quién va a ser?... ¡¡¡Mi mujer cuando llegue a casa!!!",policías,3,otros
500,"El yerno hablando con la suegra....
- No trates de decirme cómo educar a mis hijos. Yo estoy casado con una de los tuyos, y créeme, hay mucho que reclamar también.",educación,1,familia
501,"Era un pastor que tenía un rebaño de ovejas, pero no tenía un macho para 'cubrirlas'. Le comenta su problema a un colega y éste le dice:
- No pasa nada. Llévatelas al monte y las cubres tú mismo.
Si al día siguiente se ponen al sol es que están preñadas y si se ponen a la sombra vuelves a intentarlo.
El pastor sube a las ovejas a la furgonetilla, se las lleva al monte y... ¡¡¡ale!!!
A la mañana siguiente se despierta y pregunta a su mujer:
- Maríaaa, ¿las ovejas están al sol o a la sombra?
- Están a la sombra - contesta la mujer.
El pastor vuelve a subir a las ovejas a la furgoneta y repite la operación.
A la mañana siguiente:
- Maríaaa, ¿las ovejas están al sol o a la sombra?
- Están a la sombra - contesta la mujer.
El pastor vuelve a cargar sus ovejas en la furgoneta, y así sucesivamente durante varios días, hasta que una mañana:
- Maríaaa, ¿las ovejas están al sol o a la sombra?
- Ni al sol ni a la sombra, desde las 6 de la mañana están todas subidas en la furgoneta tocando el claxon...","ovejas,pastores",3,animales
502,"Durante un atraco a un Banco, después de haber obtenido un buen botín y antes de darse a la fuga, el atracador muy nervioso, pregunta a un rehén: 
- ¿Tú me has visto robar este Banco? El rehén asustado le dice que sí, y el atracador le pega un tiro en la cabeza. Después se vuelve al resto de rehenes apuntándoles y pregunta a dos mujeres y un hombre:
- ¿Me habéis visto robar este Banco? Y el hombre, responde:
- Yo no he visto nada, pero mi mujer y mi suegra no han perdido detalle.","atraco,asesinatos",3,familia
503,"Sabes Por qué...
... El Mar No Se Seca?
- Por Que No tiene toalla :v jaja",mar,1,otros
504,"El matrimonio cenando tranquilamente, y dice la mujer:
- Pepe ¿sabes que el cura que nos casó ha muerto?
Y Pepe la mira de reojo y le dice:
- El que la hace, la paga.",venganzas,2,familia
505,"Se encuentra el paciente tendido en la cama. Su médico, abogado, esposa, y sus hijos están esperando el suspiro final, cuando de repente el paciente se sienta, mira a su alrededor y dice:
- Asesinos, ladrones, mal agradecidos, y se vuelve acostar.
El doctor un poco confundido dice:
- Yo creo que está mejorando.
- ¿Por qué lo dice, doctor? - pregunta la esposa.
- Porque nos ha reconocido a todos.",doctores,2,familia
506,"Iba un hombre caminando por la selva, cuando de pronto lo rodea un grupo de salvajes caníbales, y se veía que no tenían muy buenas intenciones.
- ¡Ya estoy muerto!
En eso, el cielo se abre, aparece un rayo de luz y se escucha una voz profunda que le dice:
- No, todavía no, lo que debes hacer es quitarle la lanza al jefe caníbal y clavársela a su hijo en el corazón.
Entonces, el hombre pelea con el jefe, le quita su lanza y se la clava en el pecho al pequeño que estaba junto a él, ante el asombro de todos los caníbales. El hombre mira al cielo otra vez, y vuelve a escuchar la voz:
- Ahora sí ¡Ahora si que estás muerto!","caníbales,Dios",3,otros
507,"El marido, totalmente borracho, le dice a su mujer al acostarse:
- Me ha sucedido algo increíble. He ido al baño y al abrir la puerta se ha encendido la luz automáticamente.
- ¡La madre que te parió!, ya te has vuelto a mear en la nevera.","mujeres,baños",3,otros
508,"Un chino entra en un bar y dice:
- Buena venía palo del tlabajo.
Y el dueño le responde:
- Aquí el trabajo que hay es de lunes a domingo de 12 de la mañana a 12 de la noche.
Y responde el chino:
- Eso, lo que yo establa buscando..., medlia jolnada.","chinos,trabajos,trabajadores",1,profesiones
509,"Una chica visita a su ginecólogo para que la revise pues dice que no se siente bien. Éste la examina y le dice:
- Señora, felicidades, usted va a ser madre.
Ella muy enojada le dice:
- ¡Jamás me ha tocado un hombre en mi vida!
Entonces, el médico se dirige al mueble archivo, de donde toma unos prismáticos y se pone a mirar por la ventana hacia el cielo.
La mujer muy extrañada le dice:
- ¿Qué hace usted mirando por la ventana?
El médico le responde:
- Señora, la última vez que pasó un caso como el suyo fue hace 2000 años y vinieron tres reyes magos. Esta vez no me quiero perder el acontecimiento.","ginecólogos,reyes,magos",3,otros
510,"Restaurante de lujo. Tío bien vestido con una tía impresionante al lado.
- ¿Qué tomarán los señores?.
A mí me pone la langosta más grande que tenga y un cava Juve y Camps reserva de la Familia.
- Sí, señor, ¿y a su mujer qué le pongo?
- Póngale un fax y dígale que me lo estoy pasando en grande.","restaurantes,fax",3,sexo
511,"Un hombre, en el hospital, esperando a que la mujer dé a luz, sale el médico y dice:
- Han sido quintillizos.
- ¡Es que tengo un cañón!, - dice el hombre orgulloso.
- Pues a ver si lo limpia un poco, porque han salido negros.","hospitales,madres,bebes",2,otros
512,"- Buenas, estoy buscando trabajo como cortador de árboles. 
- Alguna experiencia? 
- Si claro, llevo los últimos 30 años cortando árboles en el Sahara. 
- Pero si ahí no hay árboles! 
- Para que vea, ¿soy o no soy bueno?","desierto,árboles,empleos",1,profesiones
513,"Fidel Castro muere y llega al cielo, pero no estaba en la lista, así que San Pedro lo manda al infierno.
Cuando llega al infierno lo recibe Satanás y le dice: ¡Hola Fidel!, te estaba esperando. Pasa, que aquí estarás como en casa. Fidel le responde:
- Gracias Satanás, pero estuve primero en el cielo y deje olvidadas mis maletas allí.
No te preocupes, voy a enviar a dos diablitos a recoger tus cosas.
Así es como dos diablitos llegan a las puertas del cielo pero las encuentran cerradas pues San Pedro estaba almorzando.
- No importa -le dice uno al otro- saltamos la valla y sacamos las maletas sin molestar a nadie.
Empiezan a subir la puerta cuando dos angelitos que pasaban por allí los ven y un angelito le dice al otro:
- No hace ni diez minutos que Fidel está en el infierno y ya tenemos refugiados.","cielo,infierno,cubanos,satanás",1,otros
514,"Un tipo de 47 años muy preocupado por parecer joven decide hacerse un estiramiento de cara. Una vez hecha la cirugía, el tipo sale muy contento de la clínica con su cara nueva. Se detiene en un puesto de diarios compra uno y le pregunta al vendedor: ""Dígame amigo, quisiera que me conteste una pregunta: ¿Cuántos años cree que tengo?""
El quiosquero le dice: ""No sé... unos 32"".
Contento de la vida, el tipo le dice: ""En realidad tengo 47 años"".
Luego este buen señor entra a un McDonalds, pide una hamburguesa y le pregunta lo mismo al cajero.
El cajero le dice: ""Yo le calculo unos 29 años"".
El hombre, cada vez más contento, le dice: ""No, tengo 47"". 
Luego toma el autobús para volver a su casa, y se sienta al lado de una anciana.
Una vez más, el tipo hace la pregunta: ""Discúlpeme, señora, ¿cuántos años piensa usted que tengo?""
La viejita lo miró pensativa con su cara llena de arrugas, y le contestó: ""Mire, hijito, yo ya tengo 85 años y no veo bien. Sin embargo, cuando era joven yo tenía un método para adivinar la edad de los hombres; les metía la mano en los calzoncillos y les decía la edad correcta"".
El hombre dudó un poco, pero viendo que no había nadie en el autobús pensó: ""Bueno, probemos, total..."", y acto seguido le dice a la viejita que comience con su tarea.La viejita le mete la mano y le manosea los testículos al tipo. Al cabo de diez minutos exactos, la señora dice: ""Usted tiene 47 años"".
El tipo, asombradísimo exclama: ""Pero esto es increíble, ¿dígame... cómo lo hace?""
Y la anciana le contesta: ""Je, je, je,... Es que yo estaba detrás suyo en la cola del McDonalds..."".","clínicas,edad,viejas",2,sexo
515,"Un niño fue pegado por la vecina y la madre furiosa fue a pedirle explicaciones: 
- ¿Por qué le pegó a mi hijo? 
- Por maleducado, me llamó gorda. 
- ¿Y cree que pegándole va a adelgazar?",impresoras,1,otros
516,"Una empresa entendió que había llegado el momento de cambiar el estilo de gestión y contrató un nuevo gerente general. El nuevo gerente vino con la determinación de hacer cambios y hacer la empresa más productiva.
El primer día, acompañado por sus principales colaboradores, hizo una inspección en la empresa. En la planta todos estaban trabajando, pero un muchacho estaba recostado contra la pared con las manos en los bolsillos.
Viendo una buena oportunidad para dejar bien clara su filosofía de trabajo, el nuevo gerente le preguntó al joven:
- ¿Cuánto gana usted por mes?
- Cuatrocientos euros señor, ¿por qué? - respondió el muchacho sin saber de qué se trataba.
El gerente sacó 400€ del bolsillo y se los entregó al joven, diciendo:
- Aquí está el sueldo de este mes. Ahora desaparezca y ¡no vuelva nunca más! 
El joven guardó el dinero y se fue, de acuerdo a las órdenes recibidas.
El gerente entonces, orgulloso, pregunta a un grupo de operarios:
- ¿Alguno de ustedes puede decirme qué hacía ese joven?
- Sí, señor - respondieron atónitos los operarios.- Vino a entregar una pizza...","sueldos,jefes,gerentes,pizzeros",3,profesiones
517,"Explicaba la maestra a sus alumnos:
La hiena es un animal que vive en el norte de África, come carroña y se aparea una vez al año; además emite un aullido parecido a la risa del hombre...
- A ver, Pepito, ¿qué entendiste?
- Si profesora, la hiena es un animal que vive en África, come carne podrida, y se aparea una vez al año, y hace un aullido que parece que se está riendo.
- ¡Muy bien Pepito! A ver tú Pablito...
- La hiena es un animal que vive lejos, en África creo; come carne podrida, se ríe como un hombre, y ve a su pareja una vez al año.
- ¡Muy bien Pablito! A ver tú, Jaimito, ¿qué aprendiste?.
- Yo sólo tengo una pregunta, señorita: La hiena, con lo lejos que vive, con la mierda que come y con lo poco que se aparea... ¿de qué se ríe?","hienas,risas",3,animales
518,"¿Qué quiere ser la servilleta cuando sea grande?
... quiere ser 
Billete.",billetes,1,otros
519,"Un viajante llegó a su casa después de haber pasado toda una semana de viaje.
- ¡María! Vengo que no me aguanto, ve quitándote la ropa que te voy a hacer el amor como nunca.
Entraron en la habitación, se metieron en la cama e hicieron el amor de manera salvaje, brutal, escandalosa.
Fue tal el ajetreo y el ruido de la cama contra la pared, que al poco de empezar escucharon unos golpes al otro lado de la pared, acompañados por las voces del vecino:
- Ya está bien, ¡toda la semana igual, ya basta!",viajes,3,sexo
